ROID,DATE,MSNAME,DEST,N_RETURNEES
RO-2013-001,2013-01-24T00:00:00Z,United Kingdom,Nigeria,42
RO-2013-001,2013-01-24T00:00:00Z,Spain,Nigeria,8
RO-2013-001,2013-01-24T00:00:00Z,Ireland,Nigeria,11
RO-2013-001,2013-01-24T00:00:00Z,Bulgaria,Nigeria,3
RO-2013-001,2013-01-24T00:00:00Z,Romania,Nigeria,1
RO-2013-002,2013-01-30T00:00:00Z,Austria,Nigeria,7
RO-2013-002,2013-01-30T00:00:00Z,Bulgaria,Nigeria,2
RO-2013-002,2013-01-30T00:00:00Z,Finland,Nigeria,6
RO-2013-002,2013-01-30T00:00:00Z,Hungary,Nigeria,2
RO-2013-002,2013-01-30T00:00:00Z,Greece,Nigeria,2
RO-2013-002,2013-01-30T00:00:00Z,Germany,Nigeria,6
RO-2013-003,2013-01-30T00:00:00Z,Spain,Ecuador,52
RO-2013-003,2013-01-30T00:00:00Z,Spain,Colombia,56
RO-2013-003,2013-01-30T00:00:00Z,France,Ecuador,2
RO-2013-004,2013-02-07T00:00:00Z,Italy,Nigeria,33
RO-2013-004,2013-02-07T00:00:00Z,Bulgaria,Nigeria,2
RO-2013-004,2013-02-07T00:00:00Z,Greece,Nigeria,3
RO-2013-005,2013-02-13T00:00:00Z,Spain,Ukraine,10
RO-2013-005,2013-02-13T00:00:00Z,Spain,Georgia,12
RO-2013-005,2013-02-13T00:00:00Z,Ireland,Georgia,7
RO-2013-005,2013-02-13T00:00:00Z,Greece,Georgia,2
RO-2013-005,2013-02-13T00:00:00Z,Italy,Ukraine,3
RO-2013-005,2013-02-13T00:00:00Z,Italy,Georgia,3
RO-2013-005,2013-02-13T00:00:00Z,Hungary,Georgia,1
RO-2013-005,2013-02-13T00:00:00Z,Poland,Georgia,10
RO-2013-005,2013-02-13T00:00:00Z,France,Georgia,2
RO-2013-005,2013-02-13T00:00:00Z,Germany,Ukraine,1
RO-2013-005,2013-02-13T00:00:00Z,Germany,Georgia,3
RO-2013-006,2013-02-14T00:00:00Z,Norway,Nigeria,25
RO-2013-006,2013-02-14T00:00:00Z,Sweden,Nigeria,3
RO-2013-006,2013-02-14T00:00:00Z,Germany,Nigeria,4
RO-2013-006,2013-02-14T00:00:00Z,Bulgaria,Nigeria,2
RO-2013-006,2013-02-14T00:00:00Z,Spain,Nigeria,9
RO-2013-007,2013-02-26T00:00:00Z,Austria,Georgia,4
RO-2013-007,2013-02-26T00:00:00Z,Greece,Georgia,20
RO-2013-007,2013-02-26T00:00:00Z,France,Georgia,2
RO-2013-007,2013-02-26T00:00:00Z,Germany,Georgia,7
RO-2013-007,2013-02-26T00:00:00Z,Sweden,Georgia,1
RO-2013-008,2013-03-05T00:00:00Z,Germany,North Macedonia,20
RO-2013-008,2013-03-05T00:00:00Z,Germany,Serbia,65
RO-2013-008,2013-03-05T00:00:00Z,Finland,North Macedonia,3
RO-2013-008,2013-03-05T00:00:00Z,Finland,Serbia,7
RO-2013-008,2013-03-05T00:00:00Z,Sweden,Serbia,17
RO-2013-009,2013-03-20T00:00:00Z,Spain,Colombia,68
RO-2013-009,2013-03-20T00:00:00Z,Spain,Dominican Republic,27
RO-2013-009,2013-03-20T00:00:00Z,France,Dominican Republic,1
RO-2013-009,2013-03-20T00:00:00Z,France,Colombia,2
RO-2013-010,2013-04-11T00:00:00Z,Austria,Nigeria,11
RO-2013-010,2013-04-11T00:00:00Z,Denmark,Nigeria,1
RO-2013-010,2013-04-11T00:00:00Z,Hungary,Nigeria,1
RO-2013-010,2013-04-11T00:00:00Z,Greece,Nigeria,1
RO-2013-010,2013-04-11T00:00:00Z,Germany,Nigeria,7
RO-2013-010,2013-04-11T00:00:00Z,Bulgaria,Nigeria,8
RO-2013-010,2013-04-11T00:00:00Z,Norway,Nigeria,8
RO-2013-010,2013-04-11T00:00:00Z,Malta,Nigeria,1
RO-2013-010,2013-04-11T00:00:00Z,Romania,Nigeria,1
RO-2013-010,2013-04-11T00:00:00Z,Sweden,Nigeria,4
RO-2013-011,2013-04-16T00:00:00Z,Germany,Georgia,3
RO-2013-011,2013-04-16T00:00:00Z,Poland,Georgia,5
RO-2013-012,2013-04-23T00:00:00Z,Germany,Serbia,50
RO-2013-012,2013-04-23T00:00:00Z,Sweden,Serbia,32
RO-2013-012,2013-04-23T00:00:00Z,Spain,Serbia,1
RO-2013-013,2013-04-24T00:00:00Z,Spain,Pakistan,18
RO-2013-013,2013-04-24T00:00:00Z,Ireland,Pakistan,7
RO-2013-013,2013-04-24T00:00:00Z,Switzerland,Pakistan,1
RO-2013-013,2013-04-24T00:00:00Z,France,Pakistan,2
RO-2013-013,2013-04-24T00:00:00Z,Portugal,Pakistan,1
RO-2013-013,2013-04-24T00:00:00Z,Greece,Pakistan,29
RO-2013-013,2013-04-24T00:00:00Z,Sweden,Pakistan,4
RO-2013-013,2013-04-24T00:00:00Z,Norway,Pakistan,4
RO-2013-013,2013-04-24T00:00:00Z,Poland,Pakistan,2
RO-2013-013,2013-04-24T00:00:00Z,Bulgaria,Pakistan,3
RO-2013-014,2013-04-24T00:00:00Z,Netherlands,Nigeria,14
RO-2013-014,2013-04-24T00:00:00Z,Germany,Nigeria,1
RO-2013-014,2013-04-24T00:00:00Z,Finland,Nigeria,2
RO-2013-014,2013-04-24T00:00:00Z,Spain,Nigeria,9
RO-2013-014,2013-04-24T00:00:00Z,Ireland,Nigeria,3
RO-2013-014,2013-04-24T00:00:00Z,Portugal,Nigeria,1
RO-2013-015,2013-05-07T00:00:00Z,Germany,Kosovo,40
RO-2013-015,2013-05-07T00:00:00Z,France,Kosovo,2
RO-2013-015,2013-05-07T00:00:00Z,Sweden,Kosovo,16
RO-2013-015,2013-05-07T00:00:00Z,Austria,Kosovo,15
RO-2013-016,2013-05-16T00:00:00Z,Ireland,Albania,15
RO-2013-016,2013-05-16T00:00:00Z,France,Albania,21
RO-2013-016,2013-05-16T00:00:00Z,Spain,Albania,6
RO-2013-016,2013-05-16T00:00:00Z,Belgium,Albania,10
RO-2013-017,2013-05-28T00:00:00Z,Austria,Armenia,8
RO-2013-017,2013-05-28T00:00:00Z,Austria,Georgia,1
RO-2013-017,2013-05-28T00:00:00Z,Germany,Georgia,4
RO-2013-017,2013-05-28T00:00:00Z,France,Armenia,2
RO-2013-017,2013-05-28T00:00:00Z,France,Georgia,3
RO-2013-017,2013-05-28T00:00:00Z,Netherlands,Armenia,4
RO-2013-017,2013-05-28T00:00:00Z,Hungary,Georgia,1
RO-2013-017,2013-05-28T00:00:00Z,Sweden,Armenia,5
RO-2013-017,2013-05-28T00:00:00Z,Sweden,Georgia,7
RO-2013-017,2013-05-28T00:00:00Z,Spain,Georgia,7
RO-2013-018,2013-06-06T00:00:00Z,Austria,Nigeria,8
RO-2013-018,2013-06-06T00:00:00Z,Bulgaria,Nigeria,4
RO-2013-018,2013-06-06T00:00:00Z,Sweden,Nigeria,2
RO-2013-018,2013-06-06T00:00:00Z,Norway,Nigeria,4
RO-2013-018,2013-06-06T00:00:00Z,Ireland,Nigeria,6
RO-2013-018,2013-06-06T00:00:00Z,Denmark,Nigeria,3
RO-2013-018,2013-06-06T00:00:00Z,France,Nigeria,2
RO-2013-018,2013-06-06T00:00:00Z,Hungary,Nigeria,1
RO-2013-018,2013-06-06T00:00:00Z,Germany,Nigeria,8
RO-2013-019,2013-06-16T00:00:00Z,Belgium,Congo DR,20
RO-2013-019,2013-06-16T00:00:00Z,Ireland,Congo DR,10
RO-2013-019,2013-06-16T00:00:00Z,France,Congo DR,3
RO-2013-019,2013-06-16T00:00:00Z,Germany,Congo DR,1
RO-2013-020,2013-06-18T00:00:00Z,Germany,North Macedonia,12
RO-2013-020,2013-06-18T00:00:00Z,Germany,Serbia,41
RO-2013-020,2013-06-18T00:00:00Z,Sweden,Serbia,14
RO-2013-022,2013-06-20T00:00:00Z,Italy,Nigeria,37
RO-2013-022,2013-06-20T00:00:00Z,Germany,Nigeria,3
RO-2013-022,2013-06-20T00:00:00Z,Greece,Nigeria,5
RO-2013-022,2013-06-20T00:00:00Z,Bulgaria,Nigeria,1
RO-2013-022,2013-06-20T00:00:00Z,Portugal,Nigeria,0
RO-2013-023,2013-07-09T00:00:00Z,Germany,Serbia,42
RO-2013-023,2013-07-09T00:00:00Z,Sweden,Serbia,15
RO-2013-023,2013-07-09T00:00:00Z,Ireland,Serbia,5
RO-2013-023,2013-07-09T00:00:00Z,Spain,Serbia,4
RO-2013-024,2013-08-22T00:00:00Z,Spain,Nigeria,21
RO-2013-024,2013-08-22T00:00:00Z,Bulgaria,Nigeria,7
RO-2013-024,2013-08-22T00:00:00Z,Finland,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,France,Nigeria,4
RO-2013-024,2013-08-22T00:00:00Z,Germany,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,Hungary,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,Malta,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,Portugal,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,Slovenia,Nigeria,1
RO-2013-024,2013-08-22T00:00:00Z,Sweden,Nigeria,2
RO-2013-025,2013-09-19T00:00:00Z,Italy,Nigeria,36
RO-2013-025,2013-09-19T00:00:00Z,Sweden,Nigeria,3
RO-2013-025,2013-09-19T00:00:00Z,Finland,Nigeria,3
RO-2013-025,2013-09-19T00:00:00Z,France,Nigeria,2
RO-2013-025,2013-09-19T00:00:00Z,Greece,Nigeria,2
RO-2013-025,2013-09-19T00:00:00Z,Bulgaria,Nigeria,1
RO-2013-026,2013-09-24T00:00:00Z,Germany,North Macedonia,12
RO-2013-026,2013-09-24T00:00:00Z,Germany,Serbia,39
RO-2013-026,2013-09-24T00:00:00Z,Sweden,North Macedonia,14
RO-2013-026,2013-09-24T00:00:00Z,Sweden,Serbia,10
RO-2013-026,2013-09-24T00:00:00Z,France,Serbia,2
RO-2013-026,2013-09-24T00:00:00Z,Iceland,Serbia,1
RO-2013-026,2013-09-24T00:00:00Z,Spain,North Macedonia,1
RO-2013-026,2013-09-24T00:00:00Z,Spain,Serbia,2
RO-2013-027,2013-10-08T00:00:00Z,Sweden,Kosovo,19
RO-2013-027,2013-10-08T00:00:00Z,Finland,Kosovo,2
RO-2013-027,2013-10-08T00:00:00Z,France,Kosovo,4
RO-2013-027,2013-10-08T00:00:00Z,Hungary,Kosovo,18
RO-2013-027,2013-10-08T00:00:00Z,Austria,Kosovo,18
RO-2013-027,2013-10-08T00:00:00Z,Germany,Kosovo,11
RO-2013-027,2013-10-08T00:00:00Z,Norway,Kosovo,3
RO-2013-028,2013-10-08T00:00:00Z,Spain,Ecuador,29
RO-2013-028,2013-10-08T00:00:00Z,Spain,Colombia,51
RO-2013-028,2013-10-08T00:00:00Z,Bulgaria,Ecuador,1
RO-2013-028,2013-10-08T00:00:00Z,Italy,Ecuador,2
RO-2013-028,2013-10-08T00:00:00Z,Italy,Colombia,1
RO-2013-029,2013-10-17T00:00:00Z,Netherlands,Nigeria,5
RO-2013-029,2013-10-17T00:00:00Z,Germany,Nigeria,1
RO-2013-029,2013-10-17T00:00:00Z,Slovenia,Nigeria,1
RO-2013-029,2013-10-17T00:00:00Z,Spain,Nigeria,9
RO-2013-029,2013-10-17T00:00:00Z,Bulgaria,Nigeria,2
RO-2013-030,2013-10-29T00:00:00Z,France,Albania,23
RO-2013-030,2013-10-29T00:00:00Z,Iceland,Albania,17
RO-2013-030,2013-10-29T00:00:00Z,Sweden,Albania,10
RO-2013-030,2013-10-29T00:00:00Z,Italy,Albania,5
RO-2013-030,2013-10-29T00:00:00Z,Belgium,Albania,4
RO-2013-030,2013-10-29T00:00:00Z,Spain,Albania,2
RO-2013-030,2013-10-29T00:00:00Z,Netherlands,Albania,1
RO-2013-031,2013-11-19T00:00:00Z,Germany,Serbia,62
RO-2013-031,2013-11-19T00:00:00Z,Sweden,Serbia,15
RO-2013-032,2013-11-21T00:00:00Z,Austria,Nigeria,9
RO-2013-032,2013-11-21T00:00:00Z,Bulgaria,Nigeria,4
RO-2013-032,2013-11-21T00:00:00Z,Germany,Nigeria,2
RO-2013-032,2013-11-21T00:00:00Z,Denmark,Nigeria,1
RO-2013-032,2013-11-21T00:00:00Z,Greece,Nigeria,15
RO-2013-033,2013-11-22T00:00:00Z,Spain,Pakistan,19
RO-2013-033,2013-11-22T00:00:00Z,Bulgaria,Pakistan,2
RO-2013-033,2013-11-22T00:00:00Z,Belgium,Pakistan,4
RO-2013-033,2013-11-22T00:00:00Z,Finland,Pakistan,2
RO-2013-033,2013-11-22T00:00:00Z,France,Pakistan,2
RO-2013-033,2013-11-22T00:00:00Z,Germany,Pakistan,1
RO-2013-033,2013-11-22T00:00:00Z,Greece,Pakistan,2
RO-2013-033,2013-11-22T00:00:00Z,Norway,Pakistan,7
RO-2013-033,2013-11-22T00:00:00Z,Poland,Pakistan,1
RO-2013-033,2013-11-22T00:00:00Z,Romania,Pakistan,2
RO-2013-033,2013-11-22T00:00:00Z,Hungary,Pakistan,3
RO-2013-034,2013-11-28T00:00:00Z,Italy,Nigeria,43
RO-2013-034,2013-11-28T00:00:00Z,Portugal,Nigeria,1
RO-2013-035,2013-11-29T00:00:00Z,Spain,Ukraine,16
RO-2013-035,2013-11-29T00:00:00Z,Spain,Georgia,12
RO-2013-035,2013-11-29T00:00:00Z,Portugal,Ukraine,2
RO-2013-035,2013-11-29T00:00:00Z,France,Ukraine,3
RO-2013-035,2013-11-29T00:00:00Z,France,Georgia,2
RO-2013-035,2013-11-29T00:00:00Z,Sweden,Ukraine,1
RO-2013-035,2013-11-29T00:00:00Z,Sweden,Georgia,1
RO-2013-035,2013-11-29T00:00:00Z,Greece,Georgia,1
RO-2013-035,2013-11-29T00:00:00Z,Germany,Ukraine,1
RO-2013-035,2013-11-29T00:00:00Z,Switzerland,Ukraine,2
RO-2013-036,2013-12-03T00:00:00Z,Germany,Georgia,8
RO-2013-036,2013-12-03T00:00:00Z,Poland,Georgia,11
RO-2013-036,2013-12-03T00:00:00Z,Greece,Georgia,2
RO-2013-036,2013-12-03T00:00:00Z,France,Georgia,4
RO-2013-036,2013-12-03T00:00:00Z,Bulgaria,Georgia,2
RO-2013-036,2013-12-03T00:00:00Z,Switzerland,Georgia,3
RO-2013-036,2013-12-03T00:00:00Z,Norway,Georgia,1
RO-2013-037,2013-12-04T00:00:00Z,Belgium,Congo DR,21
RO-2013-037,2013-12-04T00:00:00Z,Germany,Congo DR,2
RO-2013-038,2013-12-11T00:00:00Z,Spain,Ecuador,35
RO-2013-038,2013-12-11T00:00:00Z,Spain,Colombia,56
RO-2013-038,2013-12-11T00:00:00Z,Italy,Ecuador,2
RO-2013-039,2013-12-12T00:00:00Z,Iceland,Albania,21
RO-2013-039,2013-12-12T00:00:00Z,France,Albania,15
RO-2013-039,2013-12-12T00:00:00Z,Belgium,Albania,1
RO-2014-001,2014-01-16T00:00:00Z,Italy,Nigeria,32
RO-2014-001,2014-01-16T00:00:00Z,Malta,Nigeria,5
RO-2014-001,2014-01-16T00:00:00Z,Greece,Nigeria,5
RO-2014-002,2014-01-19T00:00:00Z,Greece,Pakistan,34
RO-2014-002,2014-01-19T00:00:00Z,Spain,Pakistan,7
RO-2014-003,2014-01-21T00:00:00Z,Germany,North Macedonia,74
RO-2014-003,2014-01-21T00:00:00Z,Sweden,North Macedonia,6
RO-2014-004,2014-01-28T00:00:00Z,United Kingdom,Nigeria,41
RO-2014-004,2014-01-28T00:00:00Z,Bulgaria,Nigeria,5
RO-2014-004,2014-01-28T00:00:00Z,Denmark,Nigeria,1
RO-2014-004,2014-01-28T00:00:00Z,Germany,Nigeria,1
RO-2014-004,2014-01-28T00:00:00Z,Iceland,Nigeria,1
RO-2014-004,2014-01-28T00:00:00Z,Netherlands,Nigeria,1
RO-2014-004,2014-01-28T00:00:00Z,Spain,Nigeria,10
RO-2014-004,2014-01-28T00:00:00Z,Sweden,Nigeria,2
RO-2014-005,2014-02-04T00:00:00Z,Germany,Serbia,43
RO-2014-005,2014-02-04T00:00:00Z,Sweden,Serbia,24
RO-2014-006,2014-02-04T00:00:00Z,France,Albania,33
RO-2014-006,2014-02-04T00:00:00Z,Belgium,Albania,4
RO-2014-006,2014-02-04T00:00:00Z,Spain,Albania,11
RO-2014-007,2014-02-17T00:00:00Z,Greece,Pakistan,41
RO-2014-007,2014-02-17T00:00:00Z,Spain,Pakistan,9
RO-2014-008,2014-02-21T00:00:00Z,Spain,Georgia,8
RO-2014-008,2014-02-21T00:00:00Z,France,Georgia,2
RO-2014-008,2014-02-21T00:00:00Z,Austria,Georgia,2
RO-2014-008,2014-02-21T00:00:00Z,Greece,Georgia,4
RO-2014-008,2014-02-21T00:00:00Z,Poland,Georgia,10
RO-2014-008,2014-02-21T00:00:00Z,Sweden,Georgia,1
RO-2014-009,2014-02-25T00:00:00Z,Spain,Colombia,65
RO-2014-009,2014-02-25T00:00:00Z,Spain,Dominican Republic,26
RO-2014-009,2014-02-25T00:00:00Z,Greece,Dominican Republic,5
RO-2014-010,2014-02-26T00:00:00Z,Austria,Kosovo,18
RO-2014-010,2014-02-26T00:00:00Z,Finland,Kosovo,6
RO-2014-010,2014-02-26T00:00:00Z,Sweden,Kosovo,5
RO-2014-010,2014-02-26T00:00:00Z,France,Kosovo,5
RO-2014-010,2014-02-26T00:00:00Z,Germany,Kosovo,4
RO-2014-010,2014-02-26T00:00:00Z,Hungary,Kosovo,5
RO-2014-010,2014-02-26T00:00:00Z,Slovakia,Kosovo,2
RO-2014-011,2014-03-17T00:00:00Z,Greece,Pakistan,25
RO-2014-011,2014-03-17T00:00:00Z,France,Pakistan,2
RO-2014-011,2014-03-17T00:00:00Z,Hungary,Pakistan,1
RO-2014-011,2014-03-17T00:00:00Z,Poland,Pakistan,2
RO-2014-011,2014-03-17T00:00:00Z,Sweden,Pakistan,2
RO-2014-012,2014-03-19T00:00:00Z,Italy,Nigeria,29
RO-2014-012,2014-03-19T00:00:00Z,Bulgaria,Nigeria,1
RO-2014-012,2014-03-19T00:00:00Z,Denmark,Nigeria,1
RO-2014-012,2014-03-19T00:00:00Z,Spain,Nigeria,2
RO-2014-012,2014-03-19T00:00:00Z,Finland,Nigeria,3
RO-2014-012,2014-03-19T00:00:00Z,France,Nigeria,3
RO-2014-012,2014-03-19T00:00:00Z,Greece,Nigeria,2
RO-2014-012,2014-03-19T00:00:00Z,Lithuania,Nigeria,1
RO-2014-012,2014-03-19T00:00:00Z,Norway,Nigeria,6
RO-2014-012,2014-03-19T00:00:00Z,Sweden,Nigeria,2
RO-2014-013,2014-03-21T00:00:00Z,Spain,North Macedonia,1
RO-2014-013,2014-03-21T00:00:00Z,Spain,Serbia,2
RO-2014-013,2014-03-21T00:00:00Z,France,Serbia,2
RO-2014-013,2014-03-21T00:00:00Z,France,North Macedonia,1
RO-2014-013,2014-03-21T00:00:00Z,Germany,Serbia,7
RO-2014-013,2014-03-21T00:00:00Z,Germany,North Macedonia,16
RO-2014-014,2014-04-02T00:00:00Z,Germany,Bosnia and Herzegovina,47
RO-2014-014,2014-04-02T00:00:00Z,Sweden,Bosnia and Herzegovina,3
RO-2014-014,2014-04-02T00:00:00Z,Sweden,Albania,6
RO-2014-014,2014-04-02T00:00:00Z,France,Albania,10
RO-2014-014,2014-04-02T00:00:00Z,Finland,Albania,4
RO-2014-014,2014-04-02T00:00:00Z,Spain,Albania,4
RO-2014-015,2014-04-15T00:00:00Z,Germany,Serbia,63
RO-2014-015,2014-04-15T00:00:00Z,Sweden,Serbia,2
RO-2014-016,2014-04-16T00:00:00Z,Netherlands,Nigeria,7
RO-2014-016,2014-04-16T00:00:00Z,Norway,Nigeria,11
RO-2014-016,2014-04-16T00:00:00Z,Sweden,Nigeria,4
RO-2014-016,2014-04-16T00:00:00Z,France,Nigeria,4
RO-2014-016,2014-04-16T00:00:00Z,Poland,Nigeria,1
RO-2014-016,2014-04-16T00:00:00Z,Bulgaria,Nigeria,4
RO-2014-016,2014-04-16T00:00:00Z,Germany,Nigeria,2
RO-2014-016,2014-04-16T00:00:00Z,Romania,Nigeria,1
RO-2014-016,2014-04-16T00:00:00Z,Spain,Nigeria,5
RO-2014-016,2014-04-16T00:00:00Z,Malta,Nigeria,4
RO-2014-017,2014-04-29T00:00:00Z,Austria,Kosovo,6
RO-2014-017,2014-04-29T00:00:00Z,Finland,Kosovo,6
RO-2014-017,2014-04-29T00:00:00Z,France,Kosovo,5
RO-2014-017,2014-04-29T00:00:00Z,Germany,Kosovo,18
RO-2014-017,2014-04-29T00:00:00Z,Hungary,Kosovo,30
RO-2014-017,2014-04-29T00:00:00Z,Sweden,Kosovo,6
RO-2014-018,2014-05-14T00:00:00Z,Italy,Nigeria,26
RO-2014-018,2014-05-14T00:00:00Z,Bulgaria,Nigeria,1
RO-2014-018,2014-05-14T00:00:00Z,France,Nigeria,4
RO-2014-018,2014-05-14T00:00:00Z,Germany,Nigeria,2
RO-2014-018,2014-05-14T00:00:00Z,Norway,Nigeria,12
RO-2014-018,2014-05-14T00:00:00Z,Malta,Nigeria,3
RO-2014-018,2014-05-14T00:00:00Z,Portugal,Nigeria,1
RO-2014-018,2014-05-14T00:00:00Z,Switzerland,Nigeria,1
RO-2014-019,2014-05-27T00:00:00Z,Belgium,Congo DR,16
RO-2014-019,2014-05-27T00:00:00Z,France,Congo DR,3
RO-2014-019,2014-05-27T00:00:00Z,Luxembourg,Congo DR,1
RO-2014-020,2014-06-03T00:00:00Z,Sweden,Kosovo,4
RO-2014-020,2014-06-03T00:00:00Z,Norway,Kosovo,9
RO-2014-020,2014-06-03T00:00:00Z,Hungary,Kosovo,29
RO-2014-020,2014-06-03T00:00:00Z,Germany,Kosovo,2
RO-2014-021,2014-06-05T00:00:00Z,France,Albania,34
RO-2014-021,2014-06-05T00:00:00Z,Belgium,Albania,9
RO-2014-021,2014-06-05T00:00:00Z,Finland,Albania,8
RO-2014-022,2014-06-17T00:00:00Z,Spain,Pakistan,10
RO-2014-022,2014-06-17T00:00:00Z,France,Pakistan,4
RO-2014-022,2014-06-17T00:00:00Z,Bulgaria,Pakistan,1
RO-2014-022,2014-06-17T00:00:00Z,Belgium,Pakistan,2
RO-2014-022,2014-06-17T00:00:00Z,Lithuania,Pakistan,1
RO-2014-022,2014-06-17T00:00:00Z,Malta,Pakistan,2
RO-2014-022,2014-06-17T00:00:00Z,Sweden,Pakistan,7
RO-2014-023,2014-06-25T00:00:00Z,Spain,Ecuador,35
RO-2014-023,2014-06-25T00:00:00Z,Spain,Colombia,57
RO-2014-023,2014-06-25T00:00:00Z,Bulgaria,Colombia,2
RO-2014-024,2014-06-26T00:00:00Z,Austria,Nigeria,3
RO-2014-024,2014-06-26T00:00:00Z,France,Nigeria,2
RO-2014-024,2014-06-26T00:00:00Z,Germany,Nigeria,2
RO-2014-024,2014-06-26T00:00:00Z,Finland,Nigeria,2
RO-2014-024,2014-06-26T00:00:00Z,Switzerland,Nigeria,2
RO-2014-024,2014-06-26T00:00:00Z,Greece,Nigeria,3
RO-2014-024,2014-06-26T00:00:00Z,Denmark,Nigeria,2
RO-2014-024,2014-06-26T00:00:00Z,Slovakia,Nigeria,1
RO-2014-024,2014-06-26T00:00:00Z,Norway,Nigeria,8
RO-2014-024,2014-06-26T00:00:00Z,Malta,Nigeria,1
RO-2014-025,2014-07-08T00:00:00Z,Germany,North Macedonia,19
RO-2014-025,2014-07-08T00:00:00Z,Germany,Serbia,6
RO-2014-025,2014-07-08T00:00:00Z,Luxembourg,North Macedonia,5
RO-2014-025,2014-07-08T00:00:00Z,Luxembourg,Serbia,12
RO-2014-026,2014-07-08T00:00:00Z,Spain,Albania,9
RO-2014-026,2014-07-08T00:00:00Z,Spain,Georgia,11
RO-2014-026,2014-07-08T00:00:00Z,France,Albania,3
RO-2014-026,2014-07-08T00:00:00Z,France,Georgia,2
RO-2014-026,2014-07-08T00:00:00Z,Greece,Georgia,4
RO-2014-026,2014-07-08T00:00:00Z,Sweden,Albania,10
RO-2014-026,2014-07-08T00:00:00Z,Sweden,Georgia,4
RO-2014-026,2014-07-08T00:00:00Z,Norway,Georgia,1
RO-2014-027,2014-07-10T00:00:00Z,Italy,Nigeria,32
RO-2014-027,2014-07-10T00:00:00Z,Bulgaria,Nigeria,2
RO-2014-027,2014-07-10T00:00:00Z,Finland,Nigeria,1
RO-2014-027,2014-07-10T00:00:00Z,Greece,Nigeria,1
RO-2014-027,2014-07-10T00:00:00Z,Norway,Nigeria,8
RO-2014-027,2014-07-10T00:00:00Z,Poland,Nigeria,1
RO-2014-028,2014-08-25T00:00:00Z,Hungary,Kosovo,48
RO-2014-028,2014-08-25T00:00:00Z,Germany,Kosovo,15
RO-2014-028,2014-08-25T00:00:00Z,Finland,Kosovo,7
RO-2014-029,2014-09-15T00:00:00Z,Greece,Pakistan,40
RO-2014-029,2014-09-15T00:00:00Z,Bulgaria,Pakistan,1
RO-2014-029,2014-09-15T00:00:00Z,Lithuania,Pakistan,2
RO-2014-030,2014-09-30T00:00:00Z,Sweden,Kosovo,13
RO-2014-030,2014-09-30T00:00:00Z,Germany,Kosovo,15
RO-2014-030,2014-09-30T00:00:00Z,France,Kosovo,4
RO-2014-030,2014-09-30T00:00:00Z,Hungary,Kosovo,44
RO-2014-031,2014-10-16T00:00:00Z,Switzerland,Georgia,3
RO-2014-031,2014-10-16T00:00:00Z,France,Georgia,2
RO-2014-031,2014-10-16T00:00:00Z,Germany,Georgia,4
RO-2014-031,2014-10-16T00:00:00Z,Denmark,Georgia,1
RO-2014-031,2014-10-16T00:00:00Z,Poland,Georgia,5
RO-2014-032,2014-10-21T00:00:00Z,Germany,Bosnia and Herzegovina,12
RO-2014-032,2014-10-21T00:00:00Z,Germany,Serbia,23
RO-2014-032,2014-10-21T00:00:00Z,Sweden,Bosnia and Herzegovina,9
RO-2014-032,2014-10-21T00:00:00Z,Luxembourg,Bosnia and Herzegovina,6
RO-2014-032,2014-10-21T00:00:00Z,Luxembourg,Serbia,10
RO-2014-033,2014-10-22T00:00:00Z,Netherlands,Nigeria,5
RO-2014-033,2014-10-22T00:00:00Z,Denmark,Nigeria,6
RO-2014-033,2014-10-22T00:00:00Z,Sweden,Nigeria,1
RO-2014-033,2014-10-22T00:00:00Z,Finland,Nigeria,2
RO-2014-033,2014-10-22T00:00:00Z,Portugal,Nigeria,1
RO-2014-033,2014-10-22T00:00:00Z,Switzerland,Nigeria,2
RO-2014-033,2014-10-22T00:00:00Z,Norway,Nigeria,10
RO-2014-033,2014-10-22T00:00:00Z,Germany,Nigeria,1
RO-2014-033,2014-10-22T00:00:00Z,Bulgaria,Nigeria,3
RO-2014-033,2014-10-22T00:00:00Z,Malta,Nigeria,3
RO-2014-033,2014-10-22T00:00:00Z,Belgium,Nigeria,2
RO-2014-033,2014-10-22T00:00:00Z,Spain,Nigeria,5
RO-2014-034,2014-10-28T00:00:00Z,Sweden,Albania,14
RO-2014-034,2014-10-28T00:00:00Z,Finland,Albania,8
RO-2014-034,2014-10-28T00:00:00Z,Germany,Albania,15
RO-2014-034,2014-10-28T00:00:00Z,Belgium,Albania,7
RO-2014-034,2014-10-28T00:00:00Z,France,Albania,10
RO-2014-034,2014-10-28T00:00:00Z,Spain,Albania,6
RO-2014-035,2014-11-04T00:00:00Z,Belgium,Congo DR,19
RO-2014-035,2014-11-04T00:00:00Z,Finland,Congo DR,3
RO-2014-035,2014-11-04T00:00:00Z,Romania,Congo DR,1
RO-2014-036,2014-11-05T00:00:00Z,Hungary,Kosovo,41
RO-2014-036,2014-11-05T00:00:00Z,Austria,Kosovo,17
RO-2014-036,2014-11-05T00:00:00Z,Germany,Kosovo,6
