ROID,DATE,MSNAME,DEST,N_RETURNEES
RO-2007-004,2007-04-25T00:00:00Z,Germany,Togo,4
RO-2007-004,2007-04-25T00:00:00Z,Luxembourg,Togo,1
RO-2007-004,2007-04-25T00:00:00Z,Netherlands,Cameroon,2
RO-2007-004,2007-04-25T00:00:00Z,Poland,Cameroon,1
RO-2007-004,2007-04-25T00:00:00Z,Spain,Cameroon,2
RO-2007-005,2007-05-18T00:00:00Z,Austria,Kosovo,20
RO-2007-005,2007-05-18T00:00:00Z,France,Kosovo,2
RO-2007-006,2007-05-30T00:00:00Z,France,Ecuador,1
RO-2007-006,2007-05-30T00:00:00Z,Italy,Colombia,1
RO-2007-006,2007-05-30T00:00:00Z,Italy,Ecuador,4
RO-2007-006,2007-05-30T00:00:00Z,Spain,Colombia,33
RO-2007-006,2007-05-30T00:00:00Z,Spain,Ecuador,36
RO-2007-007,2007-07-19T00:00:00Z,Belgium,Albania,2
RO-2007-007,2007-07-19T00:00:00Z,France,Albania,6
RO-2007-007,2007-07-19T00:00:00Z,France,Kosovo,4
RO-2007-007,2007-07-19T00:00:00Z,Italy,Albania,2
RO-2007-007,2007-07-19T00:00:00Z,Netherlands,Albania,3
RO-2007-007,2007-07-19T00:00:00Z,Netherlands,Kosovo,1
RO-2007-007,2007-07-19T00:00:00Z,Norway,Kosovo,1
RO-2007-007,2007-07-19T00:00:00Z,United Kingdom,Albania,12
RO-2007-007,2007-07-19T00:00:00Z,United Kingdom,Kosovo,5
RO-2007-008,2007-09-10T00:00:00Z,Germany,Benin,1
RO-2007-008,2007-09-10T00:00:00Z,Germany,Togo,9
RO-2007-008,2007-09-10T00:00:00Z,Switzerland,Benin,1
RO-2007-008,2007-09-10T00:00:00Z,Switzerland,Togo,2
RO-2007-009,2007-09-19T00:00:00Z,Belgium,Cameroon,1
RO-2007-009,2007-09-19T00:00:00Z,France,Cameroon,6
RO-2007-009,2007-09-19T00:00:00Z,Germany,Cameroon,1
RO-2007-009,2007-09-19T00:00:00Z,Netherlands,Cameroon,8
RO-2007-010,2007-10-24T00:00:00Z,France,Colombia,2
RO-2007-010,2007-10-24T00:00:00Z,Italy,Ecuador,4
RO-2007-010,2007-10-24T00:00:00Z,Netherlands,Colombia,2
RO-2007-010,2007-10-24T00:00:00Z,Poland,Colombia,2
RO-2007-010,2007-10-24T00:00:00Z,Spain,Colombia,30
RO-2007-010,2007-10-24T00:00:00Z,Spain,Ecuador,17
RO-2007-011,2007-11-20T00:00:00Z,Romania,Cameroon,1
RO-2007-011,2007-11-20T00:00:00Z,Switzerland,Cameroon,12
RO-2007-012,2007-11-27T00:00:00Z,France,Pakistan,6
RO-2007-012,2007-11-27T00:00:00Z,Spain,Pakistan,4
RO-2007-012,2007-11-27T00:00:00Z,Switzerland,Pakistan,13
RO-2007-013,2007-12-06T00:00:00Z,Austria,Nigeria,1
RO-2007-013,2007-12-06T00:00:00Z,Germany,Nigeria,2
RO-2007-013,2007-12-06T00:00:00Z,Italy,Nigeria,40
RO-2007-013,2007-12-06T00:00:00Z,Switzerland,Nigeria,5
RO-2008-001,2008-02-13T00:00:00Z,France,Pakistan,16
RO-2008-001,2008-02-13T00:00:00Z,Netherlands,Pakistan,4
RO-2008-001,2008-02-13T00:00:00Z,Slovenia,Pakistan,1
RO-2008-001,2008-02-13T00:00:00Z,Spain,Pakistan,3
RO-2008-001,2008-02-13T00:00:00Z,United Kingdom,Pakistan,2
RO-2008-002,2008-02-20T00:00:00Z,Italy,Ecuador,3
RO-2008-002,2008-02-20T00:00:00Z,Netherlands,Colombia,3
RO-2008-002,2008-02-20T00:00:00Z,Spain,Colombia,61
RO-2008-002,2008-02-20T00:00:00Z,Spain,Ecuador,36
RO-2008-003,2008-03-11T00:00:00Z,France,Ghana,4
RO-2008-003,2008-03-11T00:00:00Z,Ireland,Ghana,1
RO-2008-003,2008-03-11T00:00:00Z,Italy,Ghana,1
RO-2008-004,2008-04-10T00:00:00Z,Austria,Nigeria,2
RO-2008-004,2008-04-10T00:00:00Z,France,Nigeria,3
RO-2008-004,2008-04-10T00:00:00Z,Ireland,Nigeria,2
RO-2008-004,2008-04-10T00:00:00Z,Italy,Nigeria,40
RO-2008-004,2008-04-10T00:00:00Z,Netherlands,Nigeria,1
RO-2008-004,2008-04-10T00:00:00Z,Spain,Nigeria,3
RO-2008-005,2008-04-29T00:00:00Z,Austria,Kosovo,13
RO-2008-005,2008-04-29T00:00:00Z,France,Kosovo,4
RO-2008-006,2008-05-14T00:00:00Z,France,Bangladesh,1
RO-2008-006,2008-05-14T00:00:00Z,Italy,Bangladesh,1
RO-2008-006,2008-05-14T00:00:00Z,Latvia,Bangladesh,5
RO-2008-006,2008-05-14T00:00:00Z,Spain,Bangladesh,62
RO-2008-007,2008-06-18T00:00:00Z,France,Colombia,1
RO-2008-007,2008-06-18T00:00:00Z,Italy,Colombia,1
RO-2008-007,2008-06-18T00:00:00Z,Italy,Ecuador,1
RO-2008-007,2008-06-18T00:00:00Z,Spain,Colombia,55
RO-2008-007,2008-06-18T00:00:00Z,Spain,Ecuador,41
RO-2008-008,2008-06-24T00:00:00Z,Belgium,Nigeria,5
RO-2008-008,2008-06-24T00:00:00Z,Ireland,Nigeria,8
RO-2008-008,2008-06-24T00:00:00Z,Netherlands,Nigeria,25
RO-2008-009,2008-07-22T00:00:00Z,Austria,Nigeria,1
RO-2008-009,2008-07-22T00:00:00Z,France,Nigeria,4
RO-2008-009,2008-07-22T00:00:00Z,Germany,Nigeria,3
RO-2008-009,2008-07-22T00:00:00Z,Ireland,Nigeria,7
RO-2008-009,2008-07-22T00:00:00Z,Luxembourg,Nigeria,4
RO-2008-009,2008-07-22T00:00:00Z,Poland,Nigeria,4
RO-2008-009,2008-07-22T00:00:00Z,Spain,Nigeria,4
RO-2008-009,2008-07-22T00:00:00Z,Switzerland,Nigeria,7
RO-2008-009,2008-07-22T00:00:00Z,United Kingdom,Nigeria,7
RO-2008-010,2008-08-21T00:00:00Z,Austria,Gambia,3
RO-2008-010,2008-08-21T00:00:00Z,Austria,Nigeria,2
RO-2008-010,2008-08-21T00:00:00Z,France,Nigeria,3
RO-2008-010,2008-08-21T00:00:00Z,Ireland,Nigeria,5
RO-2008-010,2008-08-21T00:00:00Z,United Kingdom,Nigeria,18
RO-2008-011,2008-10-22T00:00:00Z,France,Pakistan,9
RO-2008-011,2008-10-22T00:00:00Z,Germany,Pakistan,2
RO-2008-011,2008-10-22T00:00:00Z,Greece,Pakistan,5
RO-2008-011,2008-10-22T00:00:00Z,Italy,Pakistan,4
RO-2008-011,2008-10-22T00:00:00Z,Spain,Pakistan,37
RO-2008-011,2008-10-22T00:00:00Z,Switzerland,Pakistan,7
RO-2008-011,2008-10-22T00:00:00Z,United Kingdom,Pakistan,16
RO-2008-012,2008-11-05T00:00:00Z,Norway,Mongolia,3
RO-2008-012,2008-11-05T00:00:00Z,Poland,Mongolia,6
RO-2008-012,2008-11-05T00:00:00Z,Sweden,Mongolia,35
RO-2008-013,2008-11-14T00:00:00Z,Austria,Gambia,2
RO-2008-013,2008-11-14T00:00:00Z,Austria,Nigeria,3
RO-2008-013,2008-11-14T00:00:00Z,France,Nigeria,2
RO-2008-013,2008-11-14T00:00:00Z,Germany,Gambia,1
RO-2008-013,2008-11-14T00:00:00Z,Germany,Nigeria,16
RO-2008-013,2008-11-14T00:00:00Z,Italy,Nigeria,1
RO-2008-013,2008-11-14T00:00:00Z,Luxembourg,Nigeria,2
RO-2008-013,2008-11-14T00:00:00Z,Netherlands,Nigeria,4
RO-2008-013,2008-11-14T00:00:00Z,Poland,Nigeria,1
RO-2008-013,2008-11-14T00:00:00Z,Slovakia,Nigeria,1
RO-2008-013,2008-11-14T00:00:00Z,Spain,Nigeria,14
RO-2008-013,2008-11-14T00:00:00Z,Switzerland,Nigeria,7
RO-2008-013,2008-11-14T00:00:00Z,United Kingdom,Nigeria,17
RO-2008-014,2008-12-03T00:00:00Z,Germany,Ecuador,1
RO-2008-014,2008-12-03T00:00:00Z,Italy,Colombia,1
RO-2008-014,2008-12-03T00:00:00Z,Italy,Ecuador,1
RO-2008-014,2008-12-03T00:00:00Z,Spain,Colombia,45
RO-2008-014,2008-12-03T00:00:00Z,Spain,Ecuador,43
RO-2008-015,2008-12-17T00:00:00Z,Germany,Nigeria,2
RO-2008-015,2008-12-17T00:00:00Z,Netherlands,Nigeria,14
RO-2008-015,2008-12-17T00:00:00Z,Slovakia,Nigeria,1
RO-2008-015,2008-12-17T00:00:00Z,Spain,Nigeria,10
RO-2008-015,2008-12-17T00:00:00Z,Sweden,Nigeria,2
RO-2008-015,2008-12-17T00:00:00Z,Switzerland,Nigeria,5
RO-2009-001,2009-02-25T00:00:00Z,Germany,Nigeria,2
RO-2009-001,2009-02-25T00:00:00Z,Ireland,Nigeria,34
RO-2009-001,2009-02-25T00:00:00Z,Switzerland,Nigeria,5
RO-2009-001,2009-02-25T00:00:00Z,United Kingdom,Nigeria,45
RO-2009-002,2009-02-25T00:00:00Z,France,Colombia,1
RO-2009-002,2009-02-25T00:00:00Z,France,Ecuador,4
RO-2009-002,2009-02-25T00:00:00Z,Italy,Colombia,1
RO-2009-002,2009-02-25T00:00:00Z,Italy,Ecuador,4
RO-2009-002,2009-02-25T00:00:00Z,Spain,Colombia,44
RO-2009-002,2009-02-25T00:00:00Z,Spain,Ecuador,44
RO-2009-003,2009-03-12T00:00:00Z,Cyprus,Nigeria,1
RO-2009-003,2009-03-12T00:00:00Z,France,Nigeria,3
RO-2009-003,2009-03-12T00:00:00Z,Italy,Nigeria,32
RO-2009-003,2009-03-12T00:00:00Z,Malta,Nigeria,4
RO-2009-003,2009-03-12T00:00:00Z,Poland,Nigeria,1
RO-2009-003,2009-03-12T00:00:00Z,Spain,Nigeria,10
RO-2009-004,2009-03-17T00:00:00Z,Austria,Nigeria,4
RO-2009-004,2009-03-17T00:00:00Z,Belgium,Nigeria,4
RO-2009-004,2009-03-17T00:00:00Z,Germany,Nigeria,13
RO-2009-004,2009-03-17T00:00:00Z,Latvia,Nigeria,1
RO-2009-004,2009-03-17T00:00:00Z,Sweden,Nigeria,6
RO-2009-004,2009-03-17T00:00:00Z,Switzerland,Nigeria,10
RO-2009-005,2009-03-27T00:00:00Z,Austria,Georgia,5
RO-2009-005,2009-03-27T00:00:00Z,Ireland,Georgia,1
RO-2009-005,2009-03-27T00:00:00Z,United Kingdom,Georgia,2
RO-2009-006,2009-04-01T00:00:00Z,Austria,Mongolia,3
RO-2009-006,2009-04-01T00:00:00Z,Czech Republic,Mongolia,1
RO-2009-006,2009-04-01T00:00:00Z,Sweden,Mongolia,57
RO-2009-007,2009-04-08T00:00:00Z,Austria,Cameroon,1
RO-2009-007,2009-04-08T00:00:00Z,Austria,Nigeria,2
RO-2009-007,2009-04-08T00:00:00Z,Belgium,Cameroon,3
RO-2009-007,2009-04-08T00:00:00Z,France,Cameroon,3
RO-2009-007,2009-04-08T00:00:00Z,France,Nigeria,2
RO-2009-007,2009-04-08T00:00:00Z,Germany,Cameroon,3
RO-2009-007,2009-04-08T00:00:00Z,Germany,Nigeria,5
RO-2009-007,2009-04-08T00:00:00Z,Netherlands,Cameroon,2
RO-2009-007,2009-04-08T00:00:00Z,Netherlands,Nigeria,12
RO-2009-007,2009-04-08T00:00:00Z,Poland,Nigeria,1
RO-2009-007,2009-04-08T00:00:00Z,Spain,Nigeria,16
RO-2009-007,2009-04-08T00:00:00Z,Sweden,Cameroon,1
RO-2009-007,2009-04-08T00:00:00Z,Sweden,Nigeria,1
RO-2009-008,2009-04-16T00:00:00Z,Austria,Kosovo,18
RO-2009-008,2009-04-16T00:00:00Z,France,Albania,3
RO-2009-008,2009-04-16T00:00:00Z,France,Kosovo,11
RO-2009-008,2009-04-16T00:00:00Z,Iceland,Albania,2
RO-2009-008,2009-04-16T00:00:00Z,Iceland,Kosovo,1
RO-2009-008,2009-04-16T00:00:00Z,Norway,Kosovo,3
RO-2009-008,2009-04-16T00:00:00Z,Sweden,Kosovo,9
RO-2009-009,2009-04-21T00:00:00Z,Germany,Togo,1
RO-2009-009,2009-04-21T00:00:00Z,Switzerland,Côte D'ivoire,5
RO-2009-010,2009-04-29T00:00:00Z,Ireland,Nigeria,25
RO-2009-010,2009-04-29T00:00:00Z,Luxembourg,Nigeria,7
RO-2009-010,2009-04-29T00:00:00Z,Malta,Nigeria,1
RO-2009-010,2009-04-29T00:00:00Z,Slovakia,Nigeria,1
RO-2009-010,2009-04-29T00:00:00Z,Spain,Nigeria,7
RO-2009-010,2009-04-29T00:00:00Z,United Kingdom,Nigeria,21
RO-2009-011,2009-05-15T00:00:00Z,Austria,Kosovo,24
RO-2009-011,2009-05-15T00:00:00Z,France,Albania,2
RO-2009-011,2009-05-15T00:00:00Z,France,Kosovo,4
RO-2009-011,2009-05-15T00:00:00Z,Netherlands,Kosovo,2
RO-2009-012,2009-05-21T00:00:00Z,France,Nigeria,1
RO-2009-012,2009-05-21T00:00:00Z,Greece,Nigeria,1
RO-2009-012,2009-05-21T00:00:00Z,Italy,Nigeria,34
RO-2009-012,2009-05-21T00:00:00Z,Spain,Nigeria,4
RO-2009-013,2009-05-28T00:00:00Z,France,Nigeria,1
RO-2009-013,2009-05-28T00:00:00Z,Ireland,Nigeria,10
RO-2009-013,2009-05-28T00:00:00Z,Poland,Nigeria,1
RO-2009-013,2009-05-28T00:00:00Z,Switzerland,Nigeria,17
RO-2009-014,2009-06-02T00:00:00Z,Austria,Nigeria,9
RO-2009-014,2009-06-02T00:00:00Z,Cyprus,Nigeria,1
RO-2009-014,2009-06-02T00:00:00Z,Finland,Nigeria,1
RO-2009-014,2009-06-02T00:00:00Z,Germany,Nigeria,11
RO-2009-014,2009-06-02T00:00:00Z,Netherlands,Nigeria,4
RO-2009-014,2009-06-02T00:00:00Z,Norway,Nigeria,4
RO-2009-014,2009-06-02T00:00:00Z,Poland,Nigeria,1
RO-2009-014,2009-06-02T00:00:00Z,Romania,Nigeria,1
RO-2009-014,2009-06-02T00:00:00Z,Sweden,Nigeria,3
RO-2009-015,2009-06-08T00:00:00Z,Germany,Viet Nam,83
RO-2009-015,2009-06-08T00:00:00Z,Poland,Viet Nam,29
RO-2009-016,2009-06-24T00:00:00Z,Austria,Georgia,14
RO-2009-016,2009-06-24T00:00:00Z,France,Armenia,1
RO-2009-016,2009-06-24T00:00:00Z,France,Georgia,3
RO-2009-016,2009-06-24T00:00:00Z,Ireland,Georgia,7
RO-2009-016,2009-06-24T00:00:00Z,Poland,Armenia,2
RO-2009-016,2009-06-24T00:00:00Z,Spain,Georgia,8
RO-2009-016,2009-06-24T00:00:00Z,Sweden,Armenia,6
RO-2009-016,2009-06-24T00:00:00Z,Sweden,Georgia,1
RO-2009-017,2009-06-30T00:00:00Z,Czech Republic,Nigeria,1
RO-2009-017,2009-06-30T00:00:00Z,Ireland,Nigeria,32
RO-2009-017,2009-06-30T00:00:00Z,Norway,Nigeria,3
RO-2009-017,2009-06-30T00:00:00Z,Poland,Nigeria,3
RO-2009-017,2009-06-30T00:00:00Z,United Kingdom,Nigeria,57
RO-2009-018,2009-07-15T00:00:00Z,Austria,Nigeria,6
RO-2009-018,2009-07-15T00:00:00Z,France,Nigeria,2
RO-2009-018,2009-07-15T00:00:00Z,Germany,Nigeria,6
RO-2009-018,2009-07-15T00:00:00Z,Italy,Nigeria,1
RO-2009-018,2009-07-15T00:00:00Z,Netherlands,Nigeria,21
RO-2009-018,2009-07-15T00:00:00Z,Poland,Nigeria,2
RO-2009-018,2009-07-15T00:00:00Z,Spain,Nigeria,6
RO-2009-018,2009-07-15T00:00:00Z,United Kingdom,Nigeria,6
RO-2009-019,2009-08-12T00:00:00Z,Austria,Georgia,4
RO-2009-019,2009-08-12T00:00:00Z,Germany,Armenia,1
RO-2009-019,2009-08-12T00:00:00Z,Germany,Georgia,1
RO-2009-019,2009-08-12T00:00:00Z,Poland,Armenia,2
RO-2009-019,2009-08-12T00:00:00Z,Poland,Georgia,4
RO-2009-019,2009-08-12T00:00:00Z,Spain,Georgia,2
RO-2009-020,2009-09-01T00:00:00Z,Austria,Nigeria,6
RO-2009-020,2009-09-01T00:00:00Z,Czech Republic,Nigeria,2
RO-2009-020,2009-09-01T00:00:00Z,Finland,Nigeria,1
RO-2009-020,2009-09-01T00:00:00Z,France,Nigeria,1
RO-2009-020,2009-09-01T00:00:00Z,Germany,Nigeria,10
RO-2009-020,2009-09-01T00:00:00Z,Ireland,Nigeria,13
RO-2009-020,2009-09-01T00:00:00Z,Poland,Nigeria,3
RO-2009-020,2009-09-01T00:00:00Z,Switzerland,Nigeria,14
RO-2009-021,2009-09-08T00:00:00Z,Austria,Albania,2
RO-2009-021,2009-09-08T00:00:00Z,Austria,Kosovo,28
RO-2009-021,2009-09-08T00:00:00Z,France,Albania,3
RO-2009-021,2009-09-08T00:00:00Z,France,Kosovo,3
RO-2009-021,2009-09-08T00:00:00Z,Luxembourg,Albania,5
RO-2009-021,2009-09-08T00:00:00Z,Sweden,Kosovo,9
RO-2009-022,2009-09-16T00:00:00Z,France,Colombia,2
RO-2009-022,2009-09-16T00:00:00Z,France,Ecuador,3
RO-2009-022,2009-09-16T00:00:00Z,Italy,Ecuador,4
RO-2009-022,2009-09-16T00:00:00Z,Spain,Colombia,40
RO-2009-022,2009-09-16T00:00:00Z,Spain,Ecuador,36
RO-2009-023,2009-09-25T00:00:00Z,Austria,Nigeria,5
RO-2009-023,2009-09-25T00:00:00Z,Cyprus,Nigeria,1
RO-2009-023,2009-09-25T00:00:00Z,France,Nigeria,1
RO-2009-023,2009-09-25T00:00:00Z,Germany,Nigeria,1
RO-2009-023,2009-09-25T00:00:00Z,Greece,Nigeria,2
RO-2009-023,2009-09-25T00:00:00Z,Italy,Nigeria,36
RO-2009-023,2009-09-25T00:00:00Z,Netherlands,Nigeria,4
RO-2009-024,2009-09-30T00:00:00Z,France,Georgia,2
RO-2009-024,2009-09-30T00:00:00Z,Poland,Georgia,14
RO-2009-024,2009-09-30T00:00:00Z,Switzerland,Georgia,14
RO-2009-025,2009-10-06T00:00:00Z,Austria,Gambia,3
RO-2009-025,2009-10-06T00:00:00Z,Austria,Nigeria,10
RO-2009-025,2009-10-06T00:00:00Z,Germany,Gambia,2
RO-2009-025,2009-10-06T00:00:00Z,Germany,Nigeria,5
RO-2009-025,2009-10-06T00:00:00Z,Norway,Gambia,1
RO-2009-025,2009-10-06T00:00:00Z,Norway,Nigeria,6
RO-2009-025,2009-10-06T00:00:00Z,Sweden,Gambia,1
RO-2009-025,2009-10-06T00:00:00Z,Sweden,Nigeria,2
RO-2009-026,2009-10-21T00:00:00Z,Hungary,Nigeria,2
RO-2009-026,2009-10-21T00:00:00Z,Ireland,Nigeria,48
RO-2009-026,2009-10-21T00:00:00Z,Norway,Nigeria,7
RO-2009-026,2009-10-21T00:00:00Z,Slovenia,Nigeria,1
RO-2009-027,2009-11-03T00:00:00Z,Austria,Mongolia,3
RO-2009-027,2009-11-03T00:00:00Z,Sweden,Mongolia,60
RO-2009-028,2009-11-13T00:00:00Z,France,Nigeria,3
RO-2009-028,2009-11-13T00:00:00Z,Germany,Nigeria,1
RO-2009-028,2009-11-13T00:00:00Z,Hungary,Nigeria,1
RO-2009-028,2009-11-13T00:00:00Z,Italy,Nigeria,28
RO-2009-028,2009-11-13T00:00:00Z,Netherlands,Nigeria,3
RO-2009-028,2009-11-13T00:00:00Z,Norway,Nigeria,7
RO-2009-028,2009-11-13T00:00:00Z,Spain,Nigeria,4
RO-2009-029,2009-12-01T00:00:00Z,Austria,Nigeria,12
RO-2009-029,2009-12-01T00:00:00Z,Greece,Nigeria,11
RO-2009-030,2009-12-09T00:00:00Z,Austria,Georgia,6
RO-2009-030,2009-12-09T00:00:00Z,France,Georgia,4
RO-2009-030,2009-12-09T00:00:00Z,Greece,Georgia,11
RO-2009-030,2009-12-09T00:00:00Z,Poland,Georgia,15
RO-2009-030,2009-12-09T00:00:00Z,Spain,Georgia,15
RO-2009-031,2009-12-15T00:00:00Z,Austria,Kosovo,40
RO-2009-031,2009-12-15T00:00:00Z,France,Albania,2
RO-2009-031,2009-12-15T00:00:00Z,France,Kosovo,3
RO-2009-031,2009-12-15T00:00:00Z,Germany,Albania,1
RO-2009-031,2009-12-15T00:00:00Z,Germany,Kosovo,6
RO-2009-031,2009-12-15T00:00:00Z,Hungary,Kosovo,21
RO-2009-031,2009-12-15T00:00:00Z,Iceland,Albania,1
RO-2009-032,2009-12-16T00:00:00Z,Austria,Nigeria,6
RO-2009-032,2009-12-16T00:00:00Z,Ireland,Nigeria,46
RO-2010-001,2010-01-14T00:00:00Z,Austria,Kosovo,36
RO-2010-001,2010-01-14T00:00:00Z,France,Kosovo,1
RO-2010-001,2010-01-14T00:00:00Z,Germany,Kosovo,3
RO-2010-001,2010-01-14T00:00:00Z,Sweden,Kosovo,4
RO-2010-001,2010-01-14T00:00:00Z,United Kingdom,Albania,9
RO-2010-002,2010-01-21T00:00:00Z,Austria,Nigeria,15
RO-2010-002,2010-01-21T00:00:00Z,Czech Republic,Nigeria,2
RO-2010-002,2010-01-21T00:00:00Z,France,Nigeria,2
RO-2010-002,2010-01-21T00:00:00Z,Germany,Nigeria,15
RO-2010-002,2010-01-21T00:00:00Z,Greece,Nigeria,9
RO-2010-002,2010-01-21T00:00:00Z,Hungary,Nigeria,2
RO-2010-002,2010-01-21T00:00:00Z,Malta,Nigeria,5
RO-2010-002,2010-01-21T00:00:00Z,Norway,Nigeria,8
RO-2010-002,2010-01-21T00:00:00Z,Poland,Nigeria,3
RO-2010-002,2010-01-21T00:00:00Z,Spain,Nigeria,2
RO-2010-003,2010-01-27T00:00:00Z,France,Colombia,2
RO-2010-003,2010-01-27T00:00:00Z,France,Ecuador,3
RO-2010-003,2010-01-27T00:00:00Z,Italy,Ecuador,1
RO-2010-003,2010-01-27T00:00:00Z,Spain,Colombia,68
RO-2010-003,2010-01-27T00:00:00Z,Spain,Ecuador,44
RO-2010-004,2010-02-02T00:00:00Z,Netherlands,Burundi,1
RO-2010-004,2010-02-02T00:00:00Z,Norway,Burundi,4
RO-2010-004,2010-02-02T00:00:00Z,Sweden,Burundi,16
RO-2010-005,2010-02-03T00:00:00Z,France,Nigeria,2
RO-2010-005,2010-02-03T00:00:00Z,Ireland,Nigeria,23
RO-2010-005,2010-02-03T00:00:00Z,Spain,Nigeria,17
RO-2010-005,2010-02-03T00:00:00Z,United Kingdom,Nigeria,35
RO-2010-006,2010-02-16T00:00:00Z,Austria,Kosovo,48
RO-2010-006,2010-02-16T00:00:00Z,Germany,Kosovo,2
RO-2010-006,2010-02-16T00:00:00Z,Poland,Albania,1
RO-2010-006,2010-02-16T00:00:00Z,Poland,Kosovo,2
RO-2010-006,2010-02-16T00:00:00Z,Slovakia,Kosovo,1
RO-2010-007,2010-02-17T00:00:00Z,France,Georgia,3
RO-2010-007,2010-02-17T00:00:00Z,Greece,Georgia,9
RO-2010-007,2010-02-17T00:00:00Z,Norway,Georgia,1
RO-2010-007,2010-02-17T00:00:00Z,Poland,Georgia,5
RO-2010-007,2010-02-17T00:00:00Z,Spain,Georgia,15
RO-2010-007,2010-02-17T00:00:00Z,Switzerland,Georgia,2
RO-2010-008,2010-02-24T00:00:00Z,Norway,Iraq,9
RO-2010-008,2010-02-24T00:00:00Z,Sweden,Iraq,35
RO-2010-009,2010-03-03T00:00:00Z,Austria,Gambia,3
RO-2010-009,2010-03-03T00:00:00Z,Austria,Nigeria,9
RO-2010-009,2010-03-03T00:00:00Z,Cyprus,Nigeria,2
RO-2010-009,2010-03-03T00:00:00Z,Finland,Gambia,2
RO-2010-009,2010-03-03T00:00:00Z,Germany,Nigeria,7
RO-2010-009,2010-03-03T00:00:00Z,Greece,Gambia,1
RO-2010-009,2010-03-03T00:00:00Z,Ireland,Nigeria,21
RO-2010-009,2010-03-03T00:00:00Z,Norway,Gambia,1
RO-2010-009,2010-03-03T00:00:00Z,Poland,Nigeria,1
RO-2010-009,2010-03-03T00:00:00Z,Sweden,Nigeria,1
RO-2010-010,2010-03-10T00:00:00Z,Hungary,Nigeria,3
RO-2010-010,2010-03-10T00:00:00Z,Netherlands,Nigeria,5
RO-2010-010,2010-03-10T00:00:00Z,Norway,Nigeria,5
RO-2010-010,2010-03-10T00:00:00Z,Spain,Nigeria,30
RO-2010-010,2010-03-10T00:00:00Z,Sweden,Nigeria,3
RO-2010-011,2010-03-16T00:00:00Z,Austria,Kosovo,25
RO-2010-011,2010-03-16T00:00:00Z,France,Kosovo,5
RO-2010-011,2010-03-16T00:00:00Z,Iceland,Albania,1
RO-2010-012,2010-03-18T00:00:00Z,Austria,Nigeria,5
RO-2010-012,2010-03-18T00:00:00Z,Germany,Nigeria,10
RO-2010-012,2010-03-18T00:00:00Z,Greece,Nigeria,6
RO-2010-012,2010-03-18T00:00:00Z,Italy,Nigeria,25
RO-2010-012,2010-03-18T00:00:00Z,Norway,Nigeria,5
RO-2010-013,2010-03-30T00:00:00Z,Austria,Armenia,2
RO-2010-013,2010-03-30T00:00:00Z,Austria,Georgia,6
RO-2010-013,2010-03-30T00:00:00Z,France,Armenia,1
RO-2010-013,2010-03-30T00:00:00Z,France,Georgia,3
RO-2010-013,2010-03-30T00:00:00Z,Poland,Armenia,2
RO-2010-013,2010-03-30T00:00:00Z,Poland,Georgia,10
RO-2010-013,2010-03-30T00:00:00Z,Spain,Georgia,13
RO-2010-013,2010-03-30T00:00:00Z,Sweden,Armenia,2
RO-2010-013,2010-03-30T00:00:00Z,Sweden,Georgia,1
RO-2010-014,2010-04-13T00:00:00Z,Germany,Georgia,11
RO-2010-014,2010-04-13T00:00:00Z,Poland,Georgia,16
RO-2010-015,2010-04-14T00:00:00Z,Austria,Kosovo,25
RO-2010-015,2010-04-14T00:00:00Z,Finland,Kosovo,43
RO-2010-015,2010-04-14T00:00:00Z,France,Kosovo,5
RO-2010-015,2010-04-14T00:00:00Z,Germany,Kosovo,12
RO-2010-016,2010-04-28T00:00:00Z,Belgium,Nigeria,4
RO-2010-016,2010-04-28T00:00:00Z,Germany,Cameroon,3
RO-2010-016,2010-04-28T00:00:00Z,Netherlands,Cameroon,4
RO-2010-016,2010-04-28T00:00:00Z,Netherlands,Nigeria,6
RO-2010-016,2010-04-28T00:00:00Z,United Kingdom,Cameroon,5
RO-2010-016,2010-04-28T00:00:00Z,United Kingdom,Nigeria,9
RO-2010-017,2010-04-28T00:00:00Z,Ireland,Nigeria,23
RO-2010-017,2010-04-28T00:00:00Z,Luxembourg,Nigeria,5
RO-2010-018,2010-04-29T00:00:00Z,Austria,Georgia,8
RO-2010-018,2010-04-29T00:00:00Z,Germany,Armenia,2
RO-2010-018,2010-04-29T00:00:00Z,Germany,Georgia,3
RO-2010-018,2010-04-29T00:00:00Z,Poland,Armenia,1
RO-2010-018,2010-04-29T00:00:00Z,Poland,Georgia,11
RO-2010-018,2010-04-29T00:00:00Z,Sweden,Armenia,3
RO-2010-019,2010-05-04T00:00:00Z,Austria,Nigeria,22
RO-2010-019,2010-05-04T00:00:00Z,Germany,Nigeria,5
RO-2010-019,2010-05-04T00:00:00Z,Greece,Nigeria,15
RO-2010-019,2010-05-04T00:00:00Z,Hungary,Nigeria,2
RO-2010-019,2010-05-04T00:00:00Z,Sweden,Nigeria,1
RO-2010-020,2010-05-05T00:00:00Z,France,Colombia,1
RO-2010-020,2010-05-05T00:00:00Z,France,Ecuador,1
RO-2010-020,2010-05-05T00:00:00Z,Italy,Ecuador,1
RO-2010-020,2010-05-05T00:00:00Z,Netherlands,Colombia,1
RO-2010-020,2010-05-05T00:00:00Z,Spain,Colombia,50
RO-2010-020,2010-05-05T00:00:00Z,Spain,Ecuador,43
